Auction ID,location,Interval,X,Y,precip,weights
8,"Thomasville, GA",2011_02,-83.98,30.84,80.99,428.7878788
5,"Washington, GA",2011_02,-82.74,33.74,251.8,456.557377
13,"Americus, GA",2011_03,-84.23,32.07,76.79,471.5909091
11,"Ashburn, GA",2011_03,-83.65,31.71,69.05,499.6212121
3,"Athens, GA",2011_03,-83.38,33.96,54.34,460.7142857
15,"Calhoun, GA",2011_03,-84.95,34.5,128.3,470.4301075
10,"Carnesville, GA",2011_03,-83.24,34.37,97.81,496.5116279
7,"Carrollton, GA",2011_03,-85.08,33.58,78.32,464.4067797
4,"Dixie Livestock Market, GA",2011_03,-82.32,32.37,85,488.2075472
1,"Donalsonville, GA",2011_03,-84.88,31.04,76.45,479.5454545
19,"Eastanollee, GA",2011_03,-83.26,34.52,85.42,460
16,"Fitzgerald, GA",2011_03,-83.25,31.72,,480
12,"Greensboro, GA",2011_03,-83.18,33.58,125.93,505.4347826
8,"Jackson, GA",2011_03,-83.97,33.3,52.82,484.1772152
5,"Lanier, GA",2011_03,-84,34.28,95.18,480.1136364
2,"Moutlrie, GA",2011_03,-83.79,31.19,79.37,495.2702703
20,"Pulaski Co Stockyard, GA",2011_03,-83.47,32.28,50.39,453.6231884
17,"Swainsboro, GA",2011_03,-82.33,32.6,103.19,505.5555556
9,"Thomasville, GA",2011_03,-83.98,30.84,45.3,506.4285714
6,"Washington, GA",2011_03,-82.74,33.74,70.59,452.7777778
13,"Americus, GA",2011_04,-84.23,32.07,86.29,448.6111111
11,"Ashburn, GA",2011_04,-83.65,31.71,84.02,495.8762887
4,"Athens, GA",2011_04,-83.38,33.96,61.63,459.8360656
16,"Calhoun, GA",2011_04,-84.95,34.5,128.83,490.9836066
12,"Carnesville, GA",2011_04,-83.24,34.37,99.91,487.8787879
8,"Carrollton, GA",2011_04,-85.08,33.58,51.63,468.852459
5,"Dixie Livestock Market, GA",2011_04,-82.32,32.37,190.12,485.5421687
2,"Donalsonville, GA",2011_04,-84.88,31.04,81.05,468.8888889
20,"Eastanollee, GA",2011_04,-83.26,34.52,86.23,483.6956522
17,"Fitzgerald, GA",2011_04,-83.25,31.72,96.96,438.8059701
14,"Greensboro, GA",2011_04,-83.18,33.58,98.07,480.5555556
9,"Jackson, GA",2011_04,-83.97,33.3,60.73,538.1818182
6,"Lanier, GA",2011_04,-84,34.28,93.21,495.890411
3,"Moutlrie, GA",2011_04,-83.79,31.19,144.07,515
0,"Pulaski Co Stockyard, GA",2011_04,-83.47,32.28,112.59,458.7301587
18,"Swainsboro, GA",2011_04,-82.33,32.6,93.34,434.2105263
10,"Thomasville, GA",2011_04,-83.98,30.84,80.16,438.961039
7,"Washington, GA",2011_04,-82.74,33.74,25.17,470.4081633
13,"Americus, GA",2011_05,-84.23,32.07,74.92,452.5641026
11,"Ashburn, GA",2011_05,-83.65,31.71,73.34,486.9318182
5,"Athens, GA",2011_05,-83.38,33.96,84.89,482.5396825
17,"Calhoun, GA",2011_05,-84.95,34.5,72.65,516.025641
14,"Carnesville, GA",2011_05,-83.24,34.37,91.65,499.1452991
9,"Carrollton, GA",2011_05,-85.08,33.58,102.31,497.2972973
6,"Dixie Livestock Market, GA",2011_05,-82.32,32.37,227.92,464.9484536
3,"Donalsonville, GA",2011_05,-84.88,31.04,75.31,452.2727273
0,"Eastanollee, GA",2011_05,-83.26,34.52,70.47,487.5
18,"Fitzgerald, GA",2011_05,-83.25,31.72,76.02,426.5432099
15,"Greensboro, GA",2011_05,-83.18,33.58,66.21,488.0434783
10,"Jackson, GA",2011_05,-83.97,33.3,72.48,507.8431373
7,"Lanier, GA",2011_05,-84,34.28,47.6,499.4382022
4,"Moutlrie, GA",2011_05,-83.79,31.19,117.74,465
1,"Pulaski Co Stockyard, GA",2011_05,-83.47,32.28,107.35,482.5301205
19,"Swainsboro, GA",2011_05,-82.33,32.6,112.13,486.2745098
12,"Thomasville, GA",2011_05,-83.98,30.84,164.53,455.1724138
8,"Washington, GA",2011_05,-82.74,33.74,90.31,501.1363636
13,"Americus, GA",2011_06,-84.23,32.07,92.38,437.5
11,"Ashburn, GA",2011_06,-83.65,31.71,59.53,458.0952381
6,"Athens, GA",2011_06,-83.38,33.96,182.95,486.2068966
18,"Calhoun, GA",2011_06,-84.95,34.5,103.92,502.5974026
15,"Carnesville, GA",2011_06,-83.24,34.37,104.1,490.0990099
10,"Carrollton, GA",2011_06,-85.08,33.58,129.35,478.4482759
7,"Dixie Livestock Market, GA",2011_06,-82.32,32.37,151.37,453.2894737
4,"Donalsonville, GA",2011_06,-84.88,31.04,129.66,466.6666667
1,"Eastanollee, GA",2011_06,-83.26,34.52,39.48,483.9622642
19,"Fitzgerald, GA",2011_06,-83.25,31.72,67.94,404.7619048
16,"Greensboro, GA",2011_06,-83.18,33.58,124.88,453.1746032
12,"Jackson, GA",2011_06,-83.97,33.3,78.34,509.4339623
8,"Lanier, GA",2011_06,-84,34.28,99.71,510.7142857
5,"Moutlrie, GA",2011_06,-83.79,31.19,66.7,463.5135135
2,"Pulaski Co Stockyard, GA",2011_06,-83.47,32.28,69.36,470.1754386
20,"Swainsboro, GA",2011_06,-82.33,32.6,98.64,455
14,"Thomasville, GA",2011_06,-83.98,30.84,22.19,463.559322
9,"Washington, GA",2011_06,-82.74,33.74,99.9,479.4642857
13,"Americus, GA",2011_07,-84.23,32.07,53.99,387.5
11,"Ashburn, GA",2011_07,-83.65,31.71,83.46,460
7,"Athens, GA",2011_07,-83.38,33.96,189.5,509.5744681
19,"Calhoun, GA",2011_07,-84.95,34.5,105.48,511.4035088
16,"Carnesville, GA",2011_07,-83.24,34.37,68.37,488.8157895
12,"Carrollton, GA",2011_07,-85.08,33.58,122.74,503.4883721
8,"Dixie Livestock Market, GA",2011_07,-82.32,32.37,49.78,470.1754386
5,"Donalsonville, GA",2011_07,-84.88,31.04,96.84,477.9069767
2,"Eastanollee, GA",2011_07,-83.26,34.52,66.36,510.2941176
20,"Fitzgerald, GA",2011_07,-83.25,31.72,87.42,434.8837209
17,"Greensboro, GA",2011_07,-83.18,33.58,162.81,495.1612903
14,"Jackson, GA",2011_07,-83.97,33.3,101.08,527.4193548
9,"Lanier, GA",2011_07,-84,34.28,98.03,504.3103448
6,"Moutlrie, GA",2011_07,-83.79,31.19,48.3,482.1428571
3,"Pulaski Co Stockyard, GA",2011_07,-83.47,32.28,155.98,461.8421053
0,"Swainsboro, GA",2011_07,-82.33,32.6,68.69,438.4615385
15,"Thomasville, GA",2011_07,-83.98,30.84,179.68,503.4090909
10,"Washington, GA",2011_07,-82.74,33.74,80.14,495.5555556
13,"Americus, GA",2011_08,-84.23,32.07,42.3,492.1052632
11,"Ashburn, GA",2011_08,-83.65,31.71,96.24,504.2105263
8,"Athens, GA",2011_08,-83.38,33.96,104.01,533.8461538
20,"Calhoun, GA",2011_08,-84.95,34.5,92.48,529.375
17,"Carnesville, GA",2011_08,-83.24,34.37,25.21,491.0569106
14,"Carrollton, GA",2011_08,-85.08,33.58,158.79,500.7575758
9,"Dixie Livestock Market, GA",2011_08,-82.32,32.37,127.91,472.6804124
6,"Donalsonville, GA",2011_08,-84.88,31.04,113.77,503.8461538
3,"Eastanollee, GA",2011_08,-83.26,34.52,94.48,493.5714286
0,"Fitzgerald, GA",2011_08,-83.25,31.72,126.8,431.3559322
18,"Greensboro, GA",2011_08,-83.18,33.58,142.28,493.4210526
15,"Jackson, GA",2011_08,-83.97,33.3,85.25,503.75
10,"Lanier, GA",2011_08,-84,34.28,97.86,505.9701493
7,"Moutlrie, GA",2011_08,-83.79,31.19,84.29,506.9444444
4,"Pulaski Co Stockyard, GA",2011_08,-83.47,32.28,163.05,463.1578947
1,"Swainsboro, GA",2011_08,-82.33,32.6,85.78,498.245614
16,"Thomasville, GA",2011_08,-83.98,30.84,234.68,450.9259259
12,"Washington, GA",2011_08,-82.74,33.74,60.62,478.7037037
13,"Americus, GA",2011_09,-84.23,32.07,47.06,453.6363636
11,"Ashburn, GA",2011_09,-83.65,31.71,79.63,475.3246753
9,"Athens, GA",2011_09,-83.38,33.96,165.77,510.1449275
0,"Calhoun, GA",2011_09,-84.95,34.5,86.23,504.1284404
18,"Carnesville, GA",2011_09,-83.24,34.37,58.66,492
15,"Carrollton, GA",2011_09,-85.08,33.58,100.54,488.1355932
10,"Dixie Livestock Market, GA",2011_09,-82.32,32.37,97.08,461.1842105
7,"Donalsonville, GA",2011_09,-84.88,31.04,92.91,483.8235294
4,"Eastanollee, GA",2011_09,-83.26,34.52,69.04,482.6923077
1,"Fitzgerald, GA",2011_09,-83.25,31.72,101.44,468.627451
19,"Greensboro, GA",2011_09,-83.18,33.58,94.78,493.75
16,"Jackson, GA",2011_09,-83.97,33.3,145.28,489.8734177
12,"Lanier, GA",2011_09,-84,34.28,88.55,520.8955224
8,"Moutlrie, GA",2011_09,-83.79,31.19,84.82,454.0540541
5,"Pulaski Co Stockyard, GA",2011_09,-83.47,32.28,61.5,465.625
2,"Swainsboro, GA",2011_09,-82.33,32.6,95.75,482.5581395
17,"Thomasville, GA",2011_09,-83.98,30.84,87.69,476.9230769
14,"Washington, GA",2011_09,-82.74,33.74,59.83,479.245283
13,"Americus, GA",2011_10,-84.23,32.07,86.08,458.6538462
11,"Ashburn, GA",2011_10,-83.65,31.71,89.91,471.7391304
10,"Athens, GA",2011_10,-83.38,33.96,150.86,497.3684211
1,"Calhoun, GA",2011_10,-84.95,34.5,176.03,517.0588235
19,"Carnesville, GA",2011_10,-83.24,34.37,133.25,499.4845361
16,"Carrollton, GA",2011_10,-85.08,33.58,92.19,510.9375
12,"Dixie Livestock Market, GA",2011_10,-82.32,32.37,50.1,502.4193548
8,"Donalsonville, GA",2011_10,-84.88,31.04,98.43,504.2372881
5,"Eastanollee, GA",2011_10,-83.26,34.52,56.16,505.7971014
2,"Fitzgerald, GA",2011_10,-83.25,31.72,99.01,461.8055556
20,"Greensboro, GA",2011_10,-83.18,33.58,63.24,493.4210526
17,"Jackson, GA",2011_10,-83.97,33.3,72.91,510.7142857
14,"Lanier, GA",2011_10,-84,34.28,48.16,517.1232877
9,"Moutlrie, GA",2011_10,-83.79,31.19,82.12,477.2727273
6,"Pulaski Co Stockyard, GA",2011_10,-83.47,32.28,62.81,439.3442623
3,"Swainsboro, GA",2011_10,-82.33,32.6,102.76,491.3793103
18,"Thomasville, GA",2011_10,-83.98,30.84,69.83,450
15,"Washington, GA",2011_10,-82.74,33.74,51.67,492.1875
13,"Americus, GA",2011_11,-84.23,32.07,85.44,477.9411765
11,"Ashburn, GA",2011_11,-83.65,31.71,54.06,485.7843137
12,"Athens, GA",2011_11,-83.38,33.96,90.76,526.119403
2,"Calhoun, GA",2011_11,-84.95,34.5,194.34,513.1147541
20,"Carnesville, GA",2011_11,-83.24,34.37,122.1,497.9452055
17,"Carrollton, GA",2011_11,-85.08,33.58,126.7,496.8085106
14,"Dixie Livestock Market, GA",2011_11,-82.32,32.37,130.09,490.1234568
9,"Donalsonville, GA",2011_11,-84.88,31.04,62.89,492.6470588
6,"Eastanollee, GA",2011_11,-83.26,34.52,95.21,470.5882353
3,"Fitzgerald, GA",2011_11,-83.25,31.72,138.81,456.3829787
0,"Greensboro, GA",2011_11,-83.18,33.58,95.63,534.6153846
18,"Jackson, GA",2011_11,-83.97,33.3,92.84,513.75
15,"Lanier, GA",2011_11,-84,34.28,28.38,490.7407407
10,"Moutlrie, GA",2011_11,-83.79,31.19,55.27,441.6666667
7,"Pulaski Co Stockyard, GA",2011_11,-83.47,32.28,78.46,448.5507246
4,"Swainsboro, GA",2011_11,-82.33,32.6,105.55,455
19,"Thomasville, GA",2011_11,-83.98,30.84,86.84,473.5294118
16,"Washington, GA",2011_11,-82.74,33.74,56.93,500
13,"Americus, GA",2012_01,-84.23,32.07,48.44,452.2222222
11,"Ashburn, GA",2012_01,-83.65,31.71,147.68,496.969697
14,"Athens, GA",2012_01,-83.38,33.96,28.87,488.0434783
3,"Calhoun, GA",2012_01,-84.95,34.5,76.25,511.5942029
0,"Carnesville, GA",2012_01,-83.24,34.37,74.53,491.6666667
18,"Carrollton, GA",2012_01,-85.08,33.58,75.79,475.3012048
15,"Dixie Livestock Market, GA",2012_01,-82.32,32.37,87.44,459.6590909
10,"Donalsonville, GA",2012_01,-84.88,31.04,69.56,510.2040816
7,"Eastanollee, GA",2012_01,-83.26,34.52,96.12,500
4,"Fitzgerald, GA",2012_01,-83.25,31.72,119.61,433.3333333
1,"Greensboro, GA",2012_01,-83.18,33.58,162.84,523.4693878
19,"Jackson, GA",2012_01,-83.97,33.3,69.9,500.7575758
16,"Lanier, GA",2012_01,-84,34.28,18.35,504.375
12,"Moutlrie, GA",2012_01,-83.79,31.19,38.86,483.6956522
8,"Pulaski Co Stockyard, GA",2012_01,-83.47,32.28,128.19,501.2820513
5,"Swainsboro, GA",2012_01,-82.33,32.6,90.83,462.5
20,"Thomasville, GA",2012_01,-83.98,30.84,156.21,480.2469136
17,"Washington, GA",2012_01,-82.74,33.74,75.36,475.862069
13,"Americus, GA",2012_02,-84.23,32.07,38.8,475
11,"Ashburn, GA",2012_02,-83.65,31.71,135.56,482.6446281
15,"Athens, GA",2012_02,-83.38,33.96,168.95,514.1975309
4,"Calhoun, GA",2012_02,-84.95,34.5,43.45,496.875
1,"Carnesville, GA",2012_02,-83.24,34.37,173.56,505.9090909
19,"Carrollton, GA",2012_02,-85.08,33.58,115.21,493.8271605
16,"Dixie Livestock Market, GA",2012_02,-82.32,32.37,130.05,484.5679012
12,"Donalsonville, GA",2012_02,-84.88,31.04,148.01,494.5205479
8,"Eastanollee, GA",2012_02,-83.26,34.52,61.22,495
5,"Fitzgerald, GA",2012_02,-83.25,31.72,60.73,444.0677966
2,"Greensboro, GA",2012_02,-83.18,33.58,88.41,499.2753623
20,"Jackson, GA",2012_02,-83.97,33.3,83.75,500
17,"Lanier, GA",2012_02,-84,34.28,63.62,490.3508772
14,"Moutlrie, GA",2012_02,-83.79,31.19,56.17,495.5357143
9,"Pulaski Co Stockyard, GA",2012_02,-83.47,32.28,121.71,480.6451613
6,"Swainsboro, GA",2012_02,-82.33,32.6,54.82,474.0740741
0,"Thomasville, GA",2012_02,-83.98,30.84,195.51,494.0789474
18,"Washington, GA",2012_02,-82.74,33.74,96.21,480.8823529
13,"Americus, GA",2012_03,-84.23,32.07,49.82,459.5744681
11,"Ashburn, GA",2012_03,-83.65,31.71,111.3,503.6036036
16,"Athens, GA",2012_03,-83.38,33.96,94.33,511.4457831
5,"Calhoun, GA",2012_03,-84.95,34.5,80.75,526.5765766
2,"Carnesville, GA",2012_03,-83.24,34.37,202.19,487.8504673
20,"Carrollton, GA",2012_03,-85.08,33.58,76.55,492.4418605
17,"Dixie Livestock Market, GA",2012_03,-82.32,32.37,194.43,479.6875
14,"Donalsonville, GA",2012_03,-84.88,31.04,88.51,507.2916667
9,"Eastanollee, GA",2012_03,-83.26,34.52,63,501.2987013
6,"Fitzgerald, GA",2012_03,-83.25,31.72,55.73,451.9480519
3,"Greensboro, GA",2012_03,-83.18,33.58,227.4,505.8823529
0,"Jackson, GA",2012_03,-83.97,33.3,124.41,497.4576271
18,"Lanier, GA",2012_03,-84,34.28,94.61,484.2592593
15,"Moutlrie, GA",2012_03,-83.79,31.19,63.95,513.3333333
10,"Pulaski Co Stockyard, GA",2012_03,-83.47,32.28,72.22,472.5
7,"Swainsboro, GA",2012_03,-82.33,32.6,121.29,488.2978723
1,"Thomasville, GA",2012_03,-83.98,30.84,142.18,500
19,"Washington, GA",2012_03,-82.74,33.74,141.67,503.5714286
13,"Americus, GA",2012_04,-84.23,32.07,57.94,485.7142857
11,"Ashburn, GA",2012_04,-83.65,31.71,89.56,503.4313725
17,"Athens, GA",2012_04,-83.38,33.96,167.01,500
6,"Calhoun, GA",2012_04,-84.95,34.5,84.24,505.5555556
3,"Carnesville, GA",2012_04,-83.24,34.37,76.24,475
0,"Carrollton, GA",2012_04,-85.08,33.58,74.55,508.2524272
18,"Dixie Livestock Market, GA",2012_04,-82.32,32.37,183.03,473.880597
15,"Donalsonville, GA",2012_04,-84.88,31.04,109.55,495.2380952
10,"Eastanollee, GA",2012_04,-83.26,34.52,96.15,493.5714286
7,"Fitzgerald, GA",2012_04,-83.25,31.72,69.82,428.1690141
4,"Greensboro, GA",2012_04,-83.18,33.58,144.85,482.3529412
1,"Jackson, GA",2012_04,-83.97,33.3,84.86,535.8490566
19,"Lanier, GA",2012_04,-84,34.28,97.04,494.5945946
16,"Moutlrie, GA",2012_04,-83.79,31.19,76.62,499.122807
12,"Pulaski Co Stockyard, GA",2012_04,-83.47,32.28,130.75,473.6842105
8,"Swainsboro, GA",2012_04,-82.33,32.6,23.57,473.4042553
2,"Thomasville, GA",2012_04,-83.98,30.84,47.26,465.2542373
20,"Washington, GA",2012_04,-82.74,33.74,123.17,458.1081081
13,"Americus, GA",2012_05,-84.23,32.07,79.61,415.9574468
11,"Ashburn, GA",2012_05,-83.65,31.71,112.84,478.4313725
18,"Athens, GA",2012_05,-83.38,33.96,185.02,516.6666667
7,"Calhoun, GA",2012_05,-84.95,34.5,98.82,522.1052632
4,"Carnesville, GA",2012_05,-83.24,34.37,92.07,486.5079365
1,"Carrollton, GA",2012_05,-85.08,33.58,78.62,475.8064516
19,"Dixie Livestock Market, GA",2012_05,-82.32,32.37,73.02,450.6329114
16,"Donalsonville, GA",2012_05,-84.88,31.04,131.13,453.2258065
12,"Eastanollee, GA",2012_05,-83.26,34.52,83.56,480.625
8,"Fitzgerald, GA",2012_05,-83.25,31.72,100.2,432.9268293
5,"Greensboro, GA",2012_05,-83.18,33.58,,494.5945946
2,"Jackson, GA",2012_05,-83.97,33.3,49.49,502.5641026
20,"Lanier, GA",2012_05,-84,34.28,100.89,506.6666667
17,"Moutlrie, GA",2012_05,-83.79,31.19,82.66,476.8518519
14,"Pulaski Co Stockyard, GA",2012_05,-83.47,32.28,153.6,498.2758621
9,"Swainsboro, GA",2012_05,-82.33,32.6,91.96,438.8888889
3,"Thomasville, GA",2012_05,-83.98,30.84,78.06,467.9104478
0,"Washington, GA",2012_05,-82.74,33.74,50.21,504.4117647
13,"Americus, GA",2012_06,-84.23,32.07,79.4,431.6326531
11,"Ashburn, GA",2012_06,-83.65,31.71,176.57,474.0740741
19,"Athens, GA",2012_06,-83.38,33.96,115.47,517.2413793
8,"Calhoun, GA",2012_06,-84.95,34.5,74.01,543.8356164
5,"Carnesville, GA",2012_06,-83.24,34.37,71.25,494
2,"Carrollton, GA",2012_06,-85.08,33.58,79.48,521.7948718
20,"Dixie Livestock Market, GA",2012_06,-82.32,32.37,66.53,479.8387097
17,"Donalsonville, GA",2012_06,-84.88,31.04,128.49,523.7704918
14,"Eastanollee, GA",2012_06,-83.26,34.52,73.79,498.5507246
9,"Fitzgerald, GA",2012_06,-83.25,31.72,160.49,420.212766
6,"Greensboro, GA",2012_06,-83.18,33.58,,500
3,"Jackson, GA",2012_06,-83.97,33.3,69.06,528.358209
0,"Lanier, GA",2012_06,-84,34.28,106.53,493.3823529
18,"Moutlrie, GA",2012_06,-83.79,31.19,80.8,493
15,"Pulaski Co Stockyard, GA",2012_06,-83.47,32.28,130.52,457.8431373
10,"Swainsboro, GA",2012_06,-82.33,32.6,61.76,488.1578947
4,"Thomasville, GA",2012_06,-83.98,30.84,110.84,501.8867925
1,"Washington, GA",2012_06,-82.74,33.74,39.9,512.5
13,"Americus, GA",2012_07,-84.23,32.07,94.39,423.5294118
11,"Ashburn, GA",2012_07,-83.65,31.71,125.19,453.030303
20,"Athens, GA",2012_07,-83.38,33.96,85.45,522.4137931
9,"Calhoun, GA",2012_07,-84.95,34.5,57.33,525.4545455
6,"Carnesville, GA",2012_07,-83.24,34.37,67.71,473.2142857
3,"Carrollton, GA",2012_07,-85.08,33.58,86,509.7402597
0,"Dixie Livestock Market, GA",2012_07,-82.32,32.37,68.14,503.5087719
15,"Eastanollee, GA",2012_07,-83.26,34.52,116.8,517.3469388
10,"Fitzgerald, GA",2012_07,-83.25,31.72,101.06,459
7,"Greensboro, GA",2012_07,-83.18,33.58,102.52,488.0952381
4,"Jackson, GA",2012_07,-83.97,33.3,94.42,514.1304348
1,"Lanier, GA",2012_07,-84,34.28,81.98,485
12,"Swainsboro, GA",2012_07,-82.33,32.6,108.29,507.4074074
5,"Thomasville, GA",2012_07,-83.98,30.84,83.35,461.4285714
2,"Washington, GA",2012_07,-82.74,33.74,90.57,555.7692308
13,"Americus, GA",2012_08,-84.23,32.07,131.23,458.9285714
11,"Ashburn, GA",2012_08,-83.65,31.71,125.95,484.6534653
0,"Athens, GA",2012_08,-83.38,33.96,136.87,550
10,"Calhoun, GA",2012_08,-84.95,34.5,55.69,520
7,"Carnesville, GA",2012_08,-83.24,34.37,60.34,500
4,"Carrollton, GA",2012_08,-85.08,33.58,70.15,516.8674699
1,"Dixie Livestock Market, GA",2012_08,-82.32,32.37,93.05,498.8095238
19,"Donalsonville, GA",2012_08,-84.88,31.04,185.4,512.7272727
16,"Eastanollee, GA",2012_08,-83.26,34.52,106.8,492.8571429
12,"Fitzgerald, GA",2012_08,-83.25,31.72,184.46,502.9411765
8,"Greensboro, GA",2012_08,-83.18,33.58,84.6,506.5217391
5,"Jackson, GA",2012_08,-83.97,33.3,82.44,523.1343284
2,"Lanier, GA",2012_08,-84,34.28,92.12,502.9411765
20,"Moutlrie, GA",2012_08,-83.79,31.19,101.15,450
17,"Pulaski Co Stockyard, GA",2012_08,-83.47,32.28,80.21,481.4814815
14,"Swainsboro, GA",2012_08,-82.33,32.6,100.57,457.5757576
6,"Thomasville, GA",2012_08,-83.98,30.84,124.8,478.9473684
3,"Washington, GA",2012_08,-82.74,33.74,111.15,548.8095238
13,"Americus, GA",2012_09,-84.23,32.07,103.25,482.7586207
11,"Ashburn, GA",2012_09,-83.65,31.71,70.94,496.1538462
1,"Athens, GA",2012_09,-83.38,33.96,131.66,571.9512195
12,"Calhoun, GA",2012_09,-84.95,34.5,98,538.961039
8,"Carnesville, GA",2012_09,-83.24,34.37,118.93,515.7608696
5,"Carrollton, GA",2012_09,-85.08,33.58,103.51,515.7142857
2,"Dixie Livestock Market, GA",2012_09,-82.32,32.37,122.02,503.0120482
20,"Donalsonville, GA",2012_09,-84.88,31.04,101.86,488.3928571
17,"Eastanollee, GA",2012_09,-83.26,34.52,101.78,516
14,"Fitzgerald, GA",2012_09,-83.25,31.72,51.37,471.4285714
9,"Greensboro, GA",2012_09,-83.18,33.58,76.78,546.5909091
6,"Jackson, GA",2012_09,-83.97,33.3,88.02,553.4090909
3,"Lanier, GA",2012_09,-84,34.28,134.38,535.5932203
0,"Moutlrie, GA",2012_09,-83.79,31.19,101.51,480.9090909
18,"Pulaski Co Stockyard, GA",2012_09,-83.47,32.28,68.23,478.5714286
7,"Thomasville, GA",2012_09,-83.98,30.84,187.73,546.1538462
13,"Americus, GA",2012_10,-84.23,32.07,100.76,475
11,"Ashburn, GA",2012_10,-83.65,31.71,33.59,485.3932584
2,"Athens, GA",2012_10,-83.38,33.96,125.65,538.5416667
14,"Calhoun, GA",2012_10,-84.95,34.5,58.45,555.7142857
9,"Carnesville, GA",2012_10,-83.24,34.37,128.93,512.5
6,"Carrollton, GA",2012_10,-85.08,33.58,68.11,525.7425743
3,"Dixie Livestock Market, GA",2012_10,-82.32,32.37,153.05,523.8636364
0,"Donalsonville, GA",2012_10,-84.88,31.04,51.85,487.8378378
18,"Eastanollee, GA",2012_10,-83.26,34.52,188.3,531.9444444
15,"Fitzgerald, GA",2012_10,-83.25,31.72,47.16,455
10,"Greensboro, GA",2012_10,-83.18,33.58,107.3,552.173913
7,"Jackson, GA",2012_10,-83.97,33.3,102.03,563.6904762
4,"Lanier, GA",2012_10,-84,34.28,116.65,540.6976744
1,"Moutlrie, GA",2012_10,-83.79,31.19,87.29,476.0416667
19,"Pulaski Co Stockyard, GA",2012_10,-83.47,32.28,87.85,502.2058824
8,"Thomasville, GA",2012_10,-83.98,30.84,200.33,504.3859649
5,"Washington, GA",2012_10,-82.74,33.74,97.88,509.375
13,"Americus, GA",2012_11,-84.23,32.07,95.1,502.7027027
11,"Ashburn, GA",2012_11,-83.65,31.71,66.26,491.5384615
3,"Athens, GA",2012_11,-83.38,33.96,,557.3170732
15,"Calhoun, GA",2012_11,-84.95,34.5,90.22,548.0519481
10,"Carnesville, GA",2012_11,-83.24,34.37,86.57,494.6666667
7,"Carrollton, GA",2012_11,-85.08,33.58,38.49,507.9365079
1,"Donalsonville, GA",2012_11,-84.88,31.04,79.76,500
19,"Eastanollee, GA",2012_11,-83.26,34.52,108.27,511.4035088
16,"Fitzgerald, GA",2012_11,-83.25,31.72,57.69,498.0769231
12,"Greensboro, GA",2012_11,-83.18,33.58,126.78,510.5769231
8,"Jackson, GA",2012_11,-83.97,33.3,119.53,538
5,"Lanier, GA",2012_11,-84,34.28,66.84,533.0188679
2,"Moutlrie, GA",2012_11,-83.79,31.19,121.71,495.5555556
20,"Pulaski Co Stockyard, GA",2012_11,-83.47,32.28,131.18,483.9285714
9,"Thomasville, GA",2012_11,-83.98,30.84,92.37,471
6,"Washington, GA",2012_11,-82.74,33.74,121.13,514.4444444
13,"Americus, GA",2013_01,-84.23,32.07,68.75,477.027027
11,"Ashburn, GA",2013_01,-83.65,31.71,101.31,455.9210526
4,"Athens, GA",2013_01,-83.38,33.96,,518.6046512
16,"Calhoun, GA",2013_01,-84.95,34.5,56.29,537.5
12,"Carnesville, GA",2013_01,-83.24,34.37,141.82,484.8484848
8,"Carrollton, GA",2013_01,-85.08,33.58,74.59,502.2988506
2,"Donalsonville, GA",2013_01,-84.88,31.04,136.32,497.6744186
20,"Eastanollee, GA",2013_01,-83.26,34.52,166.39,512.1794872
17,"Fitzgerald, GA",2013_01,-83.25,31.72,52.01,454.8780488
14,"Greensboro, GA",2013_01,-83.18,33.58,90.98,527.3584906
9,"Jackson, GA",2013_01,-83.97,33.3,99.12,498.9583333
6,"Lanier, GA",2013_01,-84,34.28,71.75,530.8641975
3,"Moutlrie, GA",2013_01,-83.79,31.19,45.51,502.1428571
0,"Pulaski Co Stockyard, GA",2013_01,-83.47,32.28,85.64,492.1568627
10,"Thomasville, GA",2013_01,-83.98,30.84,51.85,425
7,"Washington, GA",2013_01,-82.74,33.74,106.04,508.0882353
13,"Americus, GA",2013_02,-84.23,32.07,68.6,456.0606061
11,"Ashburn, GA",2013_02,-83.65,31.71,201.47,498.6111111
5,"Athens, GA",2013_02,-83.38,33.96,133.09,525.6410256
17,"Calhoun, GA",2013_02,-84.95,34.5,57.74,556.5789474
14,"Carnesville, GA",2013_02,-83.24,34.37,157.81,499.4897959
9,"Carrollton, GA",2013_02,-85.08,33.58,137.97,494.1558442
3,"Donalsonville, GA",2013_02,-84.88,31.04,61.73,468.6046512
0,"Eastanollee, GA",2013_02,-83.26,34.52,72.29,493.8596491
18,"Fitzgerald, GA",2013_02,-83.25,31.72,67.74,413.6363636
15,"Greensboro, GA",2013_02,-83.18,33.58,111.22,486.8421053
10,"Jackson, GA",2013_02,-83.97,33.3,66.13,505.9322034
7,"Lanier, GA",2013_02,-84,34.28,66.65,513.4920635
4,"Moutlrie, GA",2013_02,-83.79,31.19,98.69,485.8333333
1,"Pulaski Co Stockyard, GA",2013_02,-83.47,32.28,88.22,495.3125
12,"Thomasville, GA",2013_02,-83.98,30.84,47.93,456.4102564
8,"Washington, GA",2013_02,-82.74,33.74,139.07,467.3913043
13,"Americus, GA",2013_03,-84.23,32.07,67.38,471.6666667
11,"Ashburn, GA",2013_03,-83.65,31.71,228.4,542.0454545
6,"Athens, GA",2013_03,-83.38,33.96,63.63,538.3561644
18,"Calhoun, GA",2013_03,-84.95,34.5,88.38,518.2539683
